Shipment_ID,Date,Origin_Port,Destination_Port,Volume_TEU,Distance_nm,Carrier_Reliability_Score,Weather_Condition,Geopolitical_Risk_Score,Fuel_Price_Index,Product_Category,Transport_Mode,Disruption_Occurred,Lead_Time_Days,Predicted_ETA_Date,Predicted_ETA_Days,Transit_Port
SC-24289,2024-02-08,Barcelona,Shanghai,11321,4506,0.7982,Fog,3.1,121.59,Textiles,Sea,0,10.4,2024-02-18 09:36:00,10.4,Dubai
SC-17927,2024-08-10,Atina,Tokyo,3790,2333,0.7211,Clear,4.9,138.95,Electronics,Sea,0,5.4,2024-08-15 09:36:00,5.4,Singapore
SC-58330,2024-04-11,Hamburg,Atina,5892,4562,0.738,Clear,2.0,83.55,Machinery,Sea,0,10.6,2024-04-21 14:24:00,10.6,Singapore
SC-76707,2024-02-15,Barcelona,Barcelona,18256,3795,0.8115,Rain,4.8,107.1,Chemicals,Sea,0,8.8,2024-02-23 19:12:00,8.8,New York
SC-87454,2024-03-06,Busan,Barcelona,4159,2253,0.7917,Clear,3.1,125.02,Chemicals,Sea,0,5.2,2024-03-11 04:48:00,5.2,Mersin
SC-75428,2024-03-31,Hamburg,Valencia,2900,5657,0.6871,Rain,1.6,108.33,Auto Parts,Sea,1,17.0,2024-04-17 00:00:00,17.0,Singapore
SC-60601,2024-06-12,Atina,Dubai,5543,9502,0.9421,Rain,1.6,82.25,Textiles,Sea,0,22.0,2024-07-04 00:00:00,22.0,Marsaxlokk
SC-87465,2024-04-20,Felixstowe,Ambarli,9689,11615,0.8338,Clear,3.4,125.57,Auto Parts,Sea,0,26.9,2024-05-16 21:36:00,26.9,Dubai
SC-12539,2024-12-03,Singapore,Rotterdam,6592,5237,0.6027,Clear,4.3,107.4,Electronics,Sea,0,12.1,2024-12-15 02:24:00,12.1,Ambarli
SC-32669,2024-05-02,Tokyo,Busan,5895,5331,0.66,Clear,4.0,81.34,Textiles,Sea,0,12.3,2024-05-14 07:12:00,12.3,Barcelona
SC-80968,2024-07-11,Felixstowe,İzmir,7844,3027,0.8939,Rain,3.6,91.94,Chemicals,Sea,0,7.0,2024-07-18 00:00:00,7.0,İzmir
SC-30644,2024-04-08,Valencia,Marsilya,3001,4166,0.5523,Clear,1.7,95.23,Electronics,Sea,0,9.6,2024-04-17 14:24:00,9.6,Tanger Med
SC-28745,2024-10-17,İzmir,Antwerp,7871,2469,0.8751,Clear,1.4,115.74,Electronics,Sea,1,7.4,2024-10-24 09:36:00,7.4,Jebel Ali
SC-38228,2024-06-07,Barcelona,Dubai,10886,9660,0.6794,Clear,1.0,93.05,Auto Parts,Sea,0,22.4,2024-06-29 09:36:00,22.4,Jebel Ali
SC-44521,2024-04-12,Dubai,Barcelona,8791,9905,0.7758,Clear,1.4,105.29,Auto Parts,Sea,0,22.9,2024-05-04 21:36:00,22.9,Piraeus
SC-36928,2024-10-07,Valencia,New York,14735,7983,0.6403,Clear,4.1,132.55,Machinery,Sea,0,18.5,2024-10-25 12:00:00,18.5,Atina
SC-28322,2024-02-12,Rotterdam,Ningbo,6065,3093,0.9932,Rain,4.6,136.54,Chemicals,Sea,0,7.2,2024-02-19 04:48:00,7.2,Atina
SC-67714,2024-03-24,Rotterdam,Dubai,3533,6789,0.9529,Storm,2.0,135.68,Chemicals,Sea,1,20.4,2024-04-13 09:36:00,20.4,Singapore
SC-97896,2024-07-09,New York,Dubai,3590,4912,0.9642,Clear,4.2,128.66,Auto Parts,Sea,0,11.4,2024-07-20 09:36:00,11.4,Marsaxlokk
SC-72292,2024-02-20,Mersin,Rotterdam,8546,7489,0.5924,Clear,1.8,117.93,Chemicals,Sea,0,17.3,2024-03-08 07:12:00,17.3,Atina
SC-39055,2024-07-28,Busan,Mersin,4233,2180,0.9208,Clear,2.0,118.54,Chemicals,Sea,0,5.0,2024-08-02 00:00:00,5.0,Piraeus
SC-52891,2024-05-05,Rotterdam,Felixstowe,8782,11412,0.7677,Clear,1.9,146.74,Electronics,Sea,0,26.4,2024-05-31 09:36:00,26.4,Ambarli
SC-91912,2024-03-09,Los Angeles,Dubai,8323,6142,0.8539,Clear,1.2,141.45,Textiles,Sea,0,14.2,2024-03-23 04:48:00,14.2,Mersin
SC-16588,2024-09-21,Valencia,Atina,13777,5623,0.6088,Hurricane,1.8,125.48,Textiles,Sea,1,16.9,2024-10-07 21:36:00,16.9,Ambarli
SC-16304,2024-09-14,New York,Hamburg,3985,6729,0.856,Clear,2.5,112.79,Machinery,Sea,0,15.6,2024-09-29 14:24:00,15.6,İzmir
SC-17345,2024-07-06,Rotterdam,Singapore,9728,7259,0.9571,Clear,2.6,131.03,Textiles,Sea,1,21.8,2024-07-27 19:12:00,21.8,New York
SC-39300,2024-08-17,Ningbo,Felixstowe,4214,10029,0.6337,Clear,2.2,84.39,Chemicals,Sea,0,23.2,2024-09-09 04:48:00,23.2,Piraeus
SC-34259,2024-07-07,Antwerp,Atina,9176,11755,0.6167,Fog,3.1,146.12,Electronics,Sea,1,35.4,2024-08-11 09:36:00,35.4,Dubai
SC-98553,2024-01-10,Antwerp,Dubai,14785,6684,0.5522,Clear,2.5,118.33,Textiles,Sea,0,15.5,2024-01-25 12:00:00,15.5,Ambarli
SC-25352,2024-04-23,Valencia,Busan,7530,9854,0.6334,Clear,4.9,115.2,Chemicals,Sea,0,22.8,2024-05-15 19:12:00,22.8,Trieste
SC-43365,2024-03-16,İzmir,Rotterdam,4683,5632,0.7679,Clear,4.2,100.36,Chemicals,Sea,0,13.0,2024-03-29 00:00:00,13.0,Mersin
SC-29446,2024-06-12,Felixstowe,Rotterdam,13724,7973,0.9164,Clear,4.7,80.24,Auto Parts,Sea,0,18.5,2024-06-30 12:00:00,18.5,Mersin
SC-12336,2024-03-25,Antwerp,İzmir,2684,8417,0.6394,Clear,3.2,84.29,Auto Parts,Sea,1,25.3,2024-04-19 07:12:00,25.3,Jebel Ali
SC-72032,2024-02-18,Hamburg,Shanghai,5596,3562,0.8106,Clear,3.7,98.41,Textiles,Sea,0,8.2,2024-02-26 04:48:00,8.2,Mersin
SC-85415,2024-11-21,Valencia,Barcelona,8732,3413,0.7398,Clear,1.7,117.91,Auto Parts,Sea,0,7.9,2024-11-28 21:36:00,7.9,New York
SC-17521,2024-06-25,Antwerp,Dubai,8532,8504,0.6443,Fog,4.0,85.85,Chemicals,Sea,0,19.7,2024-07-14 16:48:00,19.7,Atina
SC-81707,2024-08-05,Hamburg,Los Angeles,15031,3017,0.7552,Rain,1.9,148.04,Chemicals,Sea,0,7.0,2024-08-12 00:00:00,7.0,İzmir
SC-33481,2024-07-07,Rotterdam,Los Angeles,4312,5654,0.584,Clear,1.6,108.77,Auto Parts,Sea,0,13.1,2024-07-20 02:24:00,13.1,Trieste
SC-28474,2024-12-11,Valencia,Busan,9632,8842,0.8198,Storm,1.2,102.14,Electronics,Sea,1,26.6,2025-01-06 14:24:00,26.6,İzmir
SC-56760,2024-08-17,Valencia,Felixstowe,19757,10949,0.5578,Clear,2.9,116.76,Auto Parts,Sea,1,32.9,2024-09-18 21:36:00,32.9,Ambarli
SC-65718,2024-09-11,Tokyo,Rotterdam,7574,8098,0.8655,Rain,2.1,84.55,Electronics,Sea,0,18.7,2024-09-29 16:48:00,18.7,New York
SC-54629,2024-08-23,Ningbo,Trieste,6447,10812,0.5889,Clear,4.9,139.53,Auto Parts,Sea,0,25.0,2024-09-17 00:00:00,25.0,İzmir
SC-55232,2024-01-26,Antwerp,Trieste,19975,5584,0.9991,Clear,2.0,112.22,Chemicals,Sea,0,12.9,2024-02-07 21:36:00,12.9,Trieste
SC-96544,2024-03-12,New York,Marsilya,5726,2181,0.9118,Clear,4.5,92.48,Chemicals,Sea,0,5.0,2024-03-17 00:00:00,5.0,New York
SC-77169,2024-09-17,Antwerp,New York,3178,8829,0.6719,Clear,2.3,91.32,Auto Parts,Sea,0,20.4,2024-10-07 09:36:00,20.4,Jebel Ali
SC-60669,2024-09-10,Ambarli,Barcelona,9956,4667,0.7131,Clear,4.0,105.27,Machinery,Sea,0,10.8,2024-09-20 19:12:00,10.8,Trieste
SC-88021,2024-09-27,Tokyo,Tokyo,8119,11991,0.6296,Clear,3.6,120.14,Electronics,Sea,0,27.8,2024-10-24 19:12:00,27.8,İzmir
SC-79184,2024-05-02,Antwerp,Mersin,3261,8173,0.8836,Clear,3.2,109.18,Machinery,Sea,0,18.9,2024-05-20 21:36:00,18.9,İzmir
SC-57945,2024-05-23,Mersin,Dubai,6245,7421,0.6904,Rain,2.7,121.78,Chemicals,Sea,0,17.2,2024-06-09 04:48:00,17.2,Atina
SC-23140,2024-09-13,Trieste,Ningbo,12966,11691,0.8776,Clear,3.7,129.38,Electronics,Sea,0,27.1,2024-10-10 02:24:00,27.1,Jebel Ali
SC-93457,2024-05-23,Trieste,Rotterdam,7882,11176,0.5092,Rain,2.6,132.39,Auto Parts,Sea,0,25.9,2024-06-17 21:36:00,25.9,Atina
SC-24357,2024-09-15,New York,Antwerp,7332,4364,0.5678,Rain,3.2,108.07,Electronics,Sea,0,10.1,2024-09-25 02:24:00,10.1,Marsaxlokk
SC-78673,2024-02-16,Mersin,Hamburg,9406,7516,0.6825,Clear,3.4,130.19,Electronics,Sea,0,17.4,2024-03-04 09:36:00,17.4,Atina
SC-75633,2024-12-16,Shanghai,Antwerp,7180,5305,0.5545,Clear,2.1,89.91,Textiles,Sea,0,12.3,2024-12-28 07:12:00,12.3,Dubai
SC-86943,2024-01-13,Marsilya,New York,4002,4215,0.8006,Clear,2.4,115.92,Electronics,Sea,0,9.8,2024-01-22 19:12:00,9.8,Dubai
SC-88258,2024-07-26,Valencia,Busan,13498,2125,0.5254,Fog,1.1,85.08,Chemicals,Sea,0,4.9,2024-07-30 21:36:00,4.9,Jebel Ali
SC-22924,2024-11-06,Felixstowe,İzmir,6109,4620,0.9299,Clear,4.4,97.09,Machinery,Sea,0,10.7,2024-11-16 16:48:00,10.7,Marsaxlokk
SC-79286,2024-08-22,Rotterdam,Los Angeles,6757,6215,0.8807,Rain,4.0,120.82,Machinery,Sea,0,14.4,2024-09-05 09:36:00,14.4,Ambarli
SC-84071,2024-05-28,Hamburg,Antwerp,12658,3451,0.6081,Rain,1.7,131.83,Auto Parts,Sea,1,10.4,2024-06-07 09:36:00,10.4,New York
SC-67326,2024-11-17,Hamburg,Antwerp,5799,11200,0.7419,Fog,2.4,86.67,Textiles,Sea,0,25.9,2024-12-12 21:36:00,25.9,Jebel Ali
SC-40651,2024-06-03,Singapore,Tokyo,9131,11405,0.7259,Clear,2.7,94.49,Machinery,Sea,0,26.4,2024-06-29 09:36:00,26.4,Marsaxlokk
SC-80202,2024-06-14,Valencia,Singapore,8264,7547,0.8624,Clear,2.3,149.43,Machinery,Sea,0,17.5,2024-07-01 12:00:00,17.5,Mersin
SC-58777,2024-03-30,Ambarli,New York,4581,8703,0.7008,Rain,4.2,103.64,Electronics,Sea,0,20.1,2024-04-19 02:24:00,20.1,Trieste
SC-26994,2024-07-04,Antwerp,Singapore,7613,9369,0.5165,Rain,3.9,99.88,Chemicals,Sea,0,21.7,2024-07-25 16:48:00,21.7,Mersin
SC-77263,2024-11-13,Shanghai,Trieste,9756,5130,0.6369,Clear,4.1,85.97,Chemicals,Sea,0,11.9,2024-11-24 21:36:00,11.9,Trieste
SC-69634,2024-12-23,Antwerp,Atina,4760,2696,0.7331,Clear,4.6,128.64,Auto Parts,Sea,0,6.2,2024-12-29 04:48:00,6.2,Ambarli
SC-20800,2024-06-22,Shanghai,Singapore,9186,4270,0.9872,Clear,3.4,115.58,Chemicals,Sea,0,9.9,2024-07-01 21:36:00,9.9,Mersin
SC-47823,2024-08-04,Marsilya,Barcelona,7870,11707,0.9406,Clear,3.5,91.03,Machinery,Sea,0,27.1,2024-08-31 02:24:00,27.1,Marsaxlokk
SC-73878,2024-09-20,Busan,Hamburg,4434,11226,0.5907,Rain,3.9,124.3,Electronics,Sea,0,26.0,2024-10-16 00:00:00,26.0,Mersin
SC-28708,2024-04-06,Rotterdam,New York,6007,11727,0.8616,Clear,3.7,116.8,Chemicals,Sea,0,27.1,2024-05-03 02:24:00,27.1,İzmir
SC-22819,2024-04-26,Dubai,Singapore,13440,11005,0.9684,Clear,4.5,119.55,Textiles,Sea,0,25.5,2024-05-21 12:00:00,25.5,Mersin
SC-84905,2024-07-17,Ambarli,Felixstowe,6731,10501,0.5044,Clear,4.1,149.64,Textiles,Sea,0,24.3,2024-08-10 07:12:00,24.3,Marsaxlokk
SC-73870,2024-11-15,İzmir,Busan,9739,11203,0.8605,Rain,1.5,82.0,Textiles,Sea,0,25.9,2024-12-10 21:36:00,25.9,Trieste
SC-19283,2024-01-21,Los Angeles,Trieste,5743,11210,0.7297,Clear,4.7,144.05,Chemicals,Sea,0,25.9,2024-02-15 21:36:00,25.9,Jebel Ali
SC-40573,2024-07-18,Dubai,Tokyo,6421,5411,0.8401,Clear,3.7,138.93,Electronics,Sea,0,12.5,2024-07-30 12:00:00,12.5,Atina
SC-88707,2024-12-06,Antwerp,Dubai,7306,5718,0.8028,Clear,1.5,109.07,Chemicals,Sea,0,13.2,2024-12-19 04:48:00,13.2,Jebel Ali
SC-40933,2024-09-04,Rotterdam,Rotterdam,5276,8717,0.9923,Clear,4.1,141.67,Machinery,Sea,0,20.2,2024-09-24 04:48:00,20.2,Tanger Med
SC-15774,2024-10-02,Hamburg,Los Angeles,3092,6920,0.6444,Clear,2.4,125.4,Chemicals,Sea,0,16.0,2024-10-18 00:00:00,16.0,Atina
SC-82055,2024-09-20,Dubai,Marsilya,10482,4044,0.8931,Clear,4.2,142.25,Textiles,Sea,0,9.4,2024-09-29 09:36:00,9.4,Jebel Ali
SC-20983,2024-02-27,Shanghai,Ambarli,8182,3116,0.6173,Clear,4.8,121.63,Textiles,Sea,0,7.2,2024-03-05 04:48:00,7.2,New York
SC-28133,2024-10-28,Tokyo,İzmir,7904,3156,0.7178,Clear,2.0,95.13,Electronics,Sea,0,7.3,2024-11-04 07:12:00,7.3,Barcelona
SC-24939,2024-01-31,Atina,New York,9286,2988,0.9877,Fog,4.4,120.34,Auto Parts,Sea,0,6.9,2024-02-06 21:36:00,6.9,New York
SC-10781,2024-09-05,Marsilya,Ningbo,5616,7587,0.8831,Clear,4.1,92.53,Textiles,Sea,0,17.6,2024-09-22 14:24:00,17.6,Trieste
SC-66700,2024-04-02,Dubai,Mersin,18562,3828,0.6579,Clear,3.7,89.86,Textiles,Sea,0,8.9,2024-04-10 21:36:00,8.9,New York
SC-37624,2024-09-21,İzmir,Singapore,4218,9872,0.8097,Clear,2.5,125.78,Auto Parts,Sea,0,22.9,2024-10-13 21:36:00,22.9,New York
SC-16823,2024-09-27,Busan,Singapore,7443,8088,0.5248,Clear,1.4,146.32,Chemicals,Sea,0,18.7,2024-10-15 16:48:00,18.7,Tanger Med
SC-28489,2024-04-03,Trieste,Los Angeles,3514,4345,0.6332,Clear,2.9,121.19,Textiles,Sea,0,10.1,2024-04-13 02:24:00,10.1,İzmir
SC-49961,2024-06-02,Atina,Ambarli,2924,11276,0.8592,Rain,1.4,135.71,Electronics,Sea,0,26.1,2024-06-28 02:24:00,26.1,Atina
SC-39118,2024-10-11,Mersin,Antwerp,3962,5005,0.785,Clear,3.0,91.79,Chemicals,Sea,0,11.6,2024-10-22 14:24:00,11.6,Dubai
SC-91816,2024-03-20,Valencia,New York,4085,6435,0.7348,Fog,4.3,125.79,Chemicals,Sea,0,14.9,2024-04-03 21:36:00,14.9,Dubai
SC-32263,2024-10-18,Dubai,Antwerp,9833,8628,0.8454,Clear,5.0,131.31,Textiles,Sea,0,20.0,2024-11-07 00:00:00,20.0,Tanger Med
SC-23565,2024-03-24,Rotterdam,Ambarli,3840,2076,0.6992,Clear,1.8,82.91,Chemicals,Sea,0,4.8,2024-03-28 19:12:00,4.8,Atina
SC-30354,2024-12-30,Mersin,Hamburg,3137,7752,0.5131,Storm,1.8,86.8,Chemicals,Sea,0,17.9,2025-01-16 21:36:00,17.9,Mersin
SC-52951,2024-02-06,Singapore,Marsilya,9161,4562,0.7205,Clear,4.2,134.71,Electronics,Sea,0,10.6,2024-02-16 14:24:00,10.6,Marsaxlokk
SC-33648,2024-12-07,İzmir,Singapore,5925,3572,0.9511,Clear,2.9,110.8,Chemicals,Sea,0,8.3,2024-12-15 07:12:00,8.3,Barcelona
SC-60729,2024-11-22,Valencia,Felixstowe,4797,9087,0.9283,Rain,4.7,108.39,Textiles,Sea,0,21.0,2024-12-13 00:00:00,21.0,İzmir
SC-51971,2024-08-19,Hamburg,Atina,5841,7970,0.7045,Clear,4.1,144.43,Textiles,Sea,1,24.0,2024-09-12 00:00:00,24.0,Mersin
SC-28658,2024-04-02,Barcelona,Antwerp,6191,9952,0.5111,Clear,3.9,149.44,Auto Parts,Sea,0,23.0,2024-04-25 00:00:00,23.0,Tanger Med
SC-31253,2024-12-01,Los Angeles,Felixstowe,6272,8609,0.8182,Clear,1.4,133.51,Machinery,Sea,0,19.9,2024-12-20 21:36:00,19.9,New York
SC-74166,2024-04-11,Mersin,Marsilya,6454,10056,0.8706,Rain,1.1,135.48,Auto Parts,Sea,1,30.3,2024-05-11 07:12:00,30.3,Dubai
SC-58563,2024-06-14,New York,Barcelona,9644,5111,0.6471,Clear,2.3,94.58,Electronics,Sea,0,11.8,2024-06-25 19:12:00,11.8,Ambarli
SC-36390,2024-06-07,Hamburg,New York,4889,4737,0.7383,Clear,1.9,93.46,Electronics,Sea,0,11.0,2024-06-18 00:00:00,11.0,İzmir
SC-98664,2024-01-14,Busan,Mersin,4631,11544,0.9959,Storm,3.8,148.65,Textiles,Sea,1,34.7,2024-02-17 16:48:00,34.7,Ambarli
SC-61578,2024-08-12,Felixstowe,Marsilya,12626,7404,0.7882,Clear,2.8,128.66,Machinery,Sea,0,17.1,2024-08-29 02:24:00,17.1,Tanger Med
SC-89025,2024-03-13,Felixstowe,New York,6117,11138,0.6755,Clear,3.1,128.07,Auto Parts,Sea,0,25.8,2024-04-07 19:12:00,25.8,Mersin
SC-42658,2024-09-05,Felixstowe,Trieste,9342,6649,0.8137,Rain,4.3,100.03,Machinery,Sea,0,15.4,2024-09-20 09:36:00,15.4,Dubai
SC-16852,2024-03-31,Valencia,Rotterdam,5941,5868,0.59,Clear,2.9,142.05,Textiles,Sea,0,13.6,2024-04-13 14:24:00,13.6,İzmir
SC-12551,2024-08-03,Shanghai,Atina,13744,5137,0.5996,Clear,3.2,83.11,Chemicals,Sea,0,11.9,2024-08-14 21:36:00,11.9,Dubai
SC-81947,2024-03-30,Dubai,Rotterdam,5132,9824,0.9625,Clear,4.4,99.22,Textiles,Sea,0,22.7,2024-04-21 16:48:00,22.7,Trieste
SC-71001,2024-01-29,Rotterdam,Los Angeles,3219,8136,0.6196,Rain,2.7,92.61,Textiles,Sea,0,18.8,2024-02-16 19:12:00,18.8,Barcelona
SC-59159,2024-10-31,Rotterdam,Mersin,10372,9799,0.6554,Clear,1.3,129.78,Machinery,Sea,0,22.7,2024-11-22 16:48:00,22.7,Barcelona
SC-61707,2024-08-07,Marsilya,Tokyo,9752,5486,0.7719,Storm,3.1,130.07,Electronics,Sea,1,16.5,2024-08-23 12:00:00,16.5,İzmir
SC-43243,2024-11-23,Hamburg,Busan,2713,3002,0.9498,Clear,3.3,117.43,Chemicals,Sea,0,6.9,2024-11-29 21:36:00,6.9,Jebel Ali
SC-31800,2024-08-02,Dubai,Rotterdam,2939,11011,0.8907,Clear,3.0,80.37,Chemicals,Sea,0,25.5,2024-08-27 12:00:00,25.5,Dubai
SC-85939,2024-08-08,Hamburg,Busan,3361,10614,0.5219,Clear,2.0,141.16,Electronics,Sea,0,24.6,2024-09-01 14:24:00,24.6,New York
SC-67828,2024-02-11,New York,Dubai,6062,10763,0.8465,Clear,1.9,146.89,Machinery,Sea,0,24.9,2024-03-06 21:36:00,24.9,Dubai
SC-17239,2024-05-14,Dubai,Dubai,7851,9906,0.752,Clear,2.5,94.16,Machinery,Sea,0,22.9,2024-06-05 21:36:00,22.9,İzmir
SC-16710,2024-02-11,Antwerp,Barcelona,5597,7359,0.7378,Rain,1.7,138.96,Electronics,Sea,0,17.0,2024-02-28 00:00:00,17.0,Singapore
SC-31384,2024-06-12,Ningbo,Trieste,8135,6530,0.8458,Clear,3.7,148.13,Auto Parts,Sea,0,15.1,2024-06-27 02:24:00,15.1,New York
SC-31038,2024-12-26,Singapore,Trieste,4384,11615,0.5981,Clear,3.5,102.89,Machinery,Sea,0,26.9,2025-01-21 21:36:00,26.9,İzmir
SC-50846,2024-10-09,Valencia,Valencia,16852,3633,0.9907,Fog,3.5,92.95,Electronics,Sea,1,10.9,2024-10-19 21:36:00,10.9,İzmir
SC-97983,2024-02-27,Dubai,Ambarli,3942,8669,0.8227,Clear,1.9,148.43,Auto Parts,Sea,0,20.1,2024-03-18 02:24:00,20.1,İzmir
SC-77821,2024-10-28,Antwerp,Felixstowe,9772,3753,0.6828,Fog,2.0,84.18,Textiles,Sea,1,11.3,2024-11-08 07:12:00,11.3,Trieste
SC-47991,2024-11-17,Shanghai,İzmir,19588,10659,0.8001,Clear,4.1,99.32,Chemicals,Sea,0,24.7,2024-12-11 16:48:00,24.7,Atina
SC-89057,2024-01-25,Marsilya,Singapore,6557,8353,0.6082,Clear,3.8,131.94,Electronics,Sea,0,19.3,2024-02-13 07:12:00,19.3,Piraeus
SC-16971,2024-03-13,Valencia,Ningbo,8391,11898,0.8169,Rain,4.5,123.21,Machinery,Sea,0,27.5,2024-04-09 12:00:00,27.5,Ambarli
SC-39139,2024-05-08,Barcelona,Shanghai,12838,10264,0.5141,Rain,2.6,127.92,Chemicals,Sea,1,30.9,2024-06-07 21:36:00,30.9,Mersin
SC-95445,2024-03-27,Valencia,Singapore,9854,2146,0.6706,Clear,3.2,129.57,Auto Parts,Sea,0,5.0,2024-04-01 00:00:00,5.0,Ambarli
SC-87067,2024-11-25,Dubai,Barcelona,5029,9507,0.8738,Clear,4.0,128.03,Chemicals,Sea,0,22.0,2024-12-17 00:00:00,22.0,Tanger Med
SC-90257,2024-06-01,Busan,Mersin,3195,2316,0.904,Clear,4.9,103.96,Electronics,Sea,0,5.4,2024-06-06 09:36:00,5.4,Barcelona
SC-94742,2024-06-30,Shanghai,Singapore,9453,10797,0.6265,Clear,5.0,101.81,Textiles,Sea,0,25.0,2024-07-25 00:00:00,25.0,Jebel Ali
SC-47711,2024-05-04,Marsilya,Ambarli,10824,10766,0.7697,Rain,5.0,109.99,Auto Parts,Sea,0,24.9,2024-05-28 21:36:00,24.9,Jebel Ali
SC-16530,2024-03-07,Ningbo,İzmir,7618,3177,0.7642,Clear,4.6,136.54,Auto Parts,Sea,0,7.4,2024-03-14 09:36:00,7.4,Marsaxlokk
SC-21116,2024-01-06,Ambarli,Mersin,6852,5422,0.7107,Rain,3.6,145.68,Auto Parts,Sea,0,12.6,2024-01-18 14:24:00,12.6,Singapore
SC-75794,2024-05-04,Busan,Hamburg,9572,4594,0.6142,Clear,1.0,111.87,Chemicals,Sea,0,10.6,2024-05-14 14:24:00,10.6,Singapore
SC-10282,2024-11-09,İzmir,Rotterdam,7414,10503,0.8516,Clear,3.8,86.0,Textiles,Sea,0,24.3,2024-12-03 07:12:00,24.3,Ambarli
SC-89473,2024-11-21,Tokyo,Tokyo,18199,2764,0.6262,Rain,2.0,145.68,Electronics,Sea,1,8.3,2024-11-29 07:12:00,8.3,Tanger Med
SC-11898,2024-02-22,Los Angeles,Trieste,6040,9836,0.9555,Clear,1.2,85.63,Electronics,Sea,0,22.8,2024-03-15 19:12:00,22.8,İzmir
SC-14135,2024-03-06,Barcelona,Hamburg,6556,8277,0.7643,Rain,3.8,91.14,Chemicals,Sea,0,19.2,2024-03-25 04:48:00,19.2,Dubai
SC-16629,2024-11-09,Hamburg,Los Angeles,19656,2435,0.9352,Clear,4.0,140.74,Electronics,Sea,0,5.6,2024-11-14 14:24:00,5.6,Trieste
SC-95120,2024-03-22,Marsilya,Rotterdam,5328,5351,0.6454,Clear,3.6,118.6,Electronics,Sea,0,12.4,2024-04-03 09:36:00,12.4,İzmir
SC-99087,2024-03-27,Barcelona,New York,13755,4930,0.9035,Clear,2.5,104.69,Textiles,Sea,0,11.4,2024-04-07 09:36:00,11.4,Barcelona
SC-75031,2024-01-02,Mersin,Felixstowe,15361,2134,0.5568,Fog,3.0,145.16,Chemicals,Sea,1,6.4,2024-01-08 09:36:00,6.4,Mersin
SC-43380,2024-07-22,Felixstowe,Dubai,6509,6618,0.8834,Clear,4.7,147.24,Chemicals,Sea,0,15.3,2024-08-06 07:12:00,15.3,Singapore
SC-27071,2024-05-29,Dubai,Valencia,7375,10995,0.6935,Clear,3.9,103.15,Auto Parts,Sea,0,25.5,2024-06-23 12:00:00,25.5,Singapore
SC-30074,2024-10-19,New York,Los Angeles,7557,4366,0.735,Clear,3.0,140.79,Electronics,Sea,0,10.1,2024-10-29 02:24:00,10.1,Piraeus
SC-77843,2024-04-12,Marsilya,İzmir,3085,11668,0.5834,Clear,3.4,127.5,Machinery,Sea,0,27.0,2024-05-09 00:00:00,27.0,Singapore
SC-49901,2024-01-24,Tokyo,Marsilya,7182,5415,0.5093,Clear,4.7,99.21,Textiles,Sea,0,12.5,2024-02-05 12:00:00,12.5,Singapore
SC-21205,2024-07-30,Valencia,Busan,9651,3006,0.8331,Clear,2.6,145.9,Textiles,Sea,0,7.0,2024-08-06 00:00:00,7.0,Dubai
SC-65661,2024-03-05,Los Angeles,Marsilya,3550,9908,0.7939,Clear,1.4,84.41,Machinery,Sea,0,22.9,2024-03-27 21:36:00,22.9,Singapore
SC-15906,2024-07-27,Busan,İzmir,9975,11184,0.8112,Clear,2.3,102.26,Auto Parts,Sea,0,25.9,2024-08-21 21:36:00,25.9,Ambarli
SC-12591,2024-09-07,Tokyo,İzmir,4303,6691,0.6275,Rain,2.7,107.74,Machinery,Sea,0,15.5,2024-09-22 12:00:00,15.5,Tanger Med
SC-72987,2024-04-26,Felixstowe,Tokyo,8517,9669,0.6196,Rain,2.1,128.35,Machinery,Sea,0,22.4,2024-05-18 09:36:00,22.4,New York
SC-73370,2024-04-25,Busan,Rotterdam,6661,9829,0.9151,Clear,3.1,82.69,Auto Parts,Sea,0,22.8,2024-05-17 19:12:00,22.8,Dubai
SC-90685,2024-08-24,Trieste,Felixstowe,16810,3896,0.8806,Clear,2.2,142.28,Machinery,Sea,0,9.0,2024-09-02 00:00:00,9.0,Jebel Ali
SC-64400,2024-04-14,Ambarli,Hamburg,5189,5065,0.6684,Clear,1.4,126.14,Auto Parts,Sea,0,11.7,2024-04-25 16:48:00,11.7,Ambarli
SC-35150,2024-09-15,Busan,Barcelona,2873,4748,0.8189,Clear,1.8,99.25,Electronics,Sea,0,11.0,2024-09-26 00:00:00,11.0,Dubai
SC-41852,2024-02-15,Felixstowe,Mersin,8212,8692,0.9141,Storm,4.7,126.08,Auto Parts,Sea,1,26.2,2024-03-12 04:48:00,26.2,Barcelona
SC-52870,2024-11-06,Ambarli,Ningbo,3967,4661,0.9444,Clear,3.5,117.58,Chemicals,Sea,0,10.8,2024-11-16 19:12:00,10.8,Mersin
SC-62756,2024-11-26,Dubai,Los Angeles,5127,4978,0.5029,Clear,2.3,103.54,Chemicals,Sea,0,11.5,2024-12-07 12:00:00,11.5,Dubai
SC-66481,2024-08-03,Barcelona,Dubai,6036,8949,0.9067,Rain,2.5,82.0,Machinery,Sea,0,20.7,2024-08-23 16:48:00,20.7,New York
SC-11283,2024-10-27,New York,Singapore,2884,8375,0.6752,Clear,3.0,118.58,Chemicals,Sea,0,19.4,2024-11-15 09:36:00,19.4,Barcelona
